genre,rate,metascore,votes,user_reviews,critic_reviews,popularity,awards_nominations,Oscar_nominated,Golden_Globes_nominated,BAFTA_nominated,Screen_Actors_Guild_nominated,Critics_Choice_nominated,Directors_Guild_nominated,Producers_Guild_nominated,Art_Directors_Guild_nominated,Writers_Guild_nominated,Costume_Designers_Guild_nominated,Online_Film_Television_Association_nominated,Online_Film_Critics_Society_nominated,People_Choice_nominated,London_Critics_Circle_Film_nominated
Adventure|Comedy|Drama,7.30000019,54,244276,519,363,1011,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Drama|Fantasy|Horror,6.9000001,50,242257,1012,284,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Drama,7.19999981,81,323522,2624,446,940,27,4,2,3,0,2,0,0,1,0,0,12,3,0,3
Adventure|Drama|War,8.30000019,69,928117,1546,492,200,64,8,4,6,3,10,1,1,1,0,0,15,8,1,1
Comedy|Drama|Romance,7.30000019,55,315946,608,152,1570,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Biography|Drama|Romance,7.0999999,79,43265,205,189,4848,21,1,3,0,1,4,0,0,0,1,0,6,2,0,2
Adventure|Comedy|Drama,7.30000019,62,144255,635,261,1446,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Biography|Drama|History,8.30000019,82,259483,566,199,877,6,1,0,0,0,0,0,0,0,0,0,2,1,0,3
Action|Horror|Thriller,7.4000001,59,199440,1062,286,1575,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Adventure|Family|Fantasy,6.9000001,75,297403,1467,282,618,16,3,2,3,0,2,0,0,0,0,1,3,1,0,2
Crime|Mystery|Thriller,6.19999981,38,66966,313,142,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Sport,6.69999981,55,190410,393,191,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Thriller,7,76,112008,627,356,2877,13,2,2,1,1,2,0,0,1,1,1,1,0,0,0
Animation|Comedy|Family,6.5,77,138325,549,203,2544,13,1,2,2,0,2,0,1,0,0,0,3,1,0,0
Adventure|Comedy,7.0999999,64,158629,316,150,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Drama,7.4000001,82,61824,235,122,0,22,1,3,0,0,3,0,0,0,1,0,5,2,0,2
Adventure|Comedy|Family,6.69999981,72,333750,1363,272,607,17,1,1,6,0,2,0,0,1,0,1,3,0,1,1
Action|Adventure|Fantasy,6.19999981,65,344036,2060,472,660,9,0,0,1,1,2,0,0,1,0,0,1,0,3,0
Drama,3.5,0,32502,324,70,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Mystery|Thriller,6.5,44,198455,2009,262,442,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Biography|Drama|Music,7,73,49428,230,233,3364,13,1,1,1,1,1,0,0,0,0,0,2,1,0,0
Action|Adventure|Family,6.9000001,39,260609,696,192,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Thriller,7.5999999,71,301264,840,296,1356,23,2,1,6,1,2,0,0,1,0,0,5,2,1,0
Action|Adventure|Sci-Fi,7,59,439876,1307,652,237,12,0,0,0,1,5,0,0,1,0,0,3,0,1,0
Biography|Drama|Romance,8.10000038,74,66451,140,156,3978,5,2,2,0,0,2,0,0,0,0,0,0,0,0,1
Action|Horror|Sci-Fi,5.5999999,29,147853,1288,245,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Drama|Romance,6.4000001,48,67001,345,124,1048,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Adventure|Comedy|Sci-Fi,6.80000019,63,159825,1057,277,836,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Action|Adventure|Sci-Fi,7.9000001,79,720219,1063,489,478,13,2,0,1,1,1,0,0,1,0,1,4,0,3,0
Action|Mystery|Thriller,7.80000019,73,364203,815,238,1505,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Comedy|Romance,6.0999999,32,39623,252,102,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure,8.30000019,70,1021111,2692,473,323,14,1,0,3,0,1,0,0,1,0,1,2,1,2,2
Drama|Music,7.9000001,56,45823,110,112,0,5,2,1,3,0,0,0,0,0,0,0,0,0,0,1
Comedy|Crime|Mystery,7.5999999,72,181413,338,224,2092,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Adventure|Family|Fantasy,7.5,71,373912,1114,332,488,10,0,0,2,0,2,0,0,1,0,1,1,0,2,1
Comedy,6.9000001,64,165403,1477,220,1334,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0
Comedy|Drama|Romance,7.5,94,153557,841,283,2536,60,5,7,1,4,8,1,1,0,1,0,9,6,0,4
Crime|Drama|Thriller,7.80000019,69,368775,1627,284,526,46,6,2,9,3,6,1,1,1,1,0,4,4,0,5
Drama|Romance,7.30000019,65,171899,906,211,1088,23,2,5,3,0,3,0,0,0,0,0,5,3,0,2
Action|Adventure|Fantasy,6.69999981,58,395539,1916,331,1420,5,0,0,0,0,0,0,0,0,0,1,1,0,2,0
Comedy,7,66,255717,558,161,394,5,0,0,0,0,1,0,0,0,1,0,2,0,1,0
Horror|Mystery|Sci-Fi,5.4000001,44,73699,561,196,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Crime|Drama,8,83,530176,942,305,1349,16,0,2,0,0,1,0,0,0,0,1,2,4,3,0
Biography|Crime|Drama,7.4000001,88,103895,416,271,2929,39,5,1,5,3,4,1,1,0,1,1,4,4,0,2
Action|Adventure|Sci-Fi,8,74,248181,1600,274,1024,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Drama|Fantasy|Thriller,6.69999981,42,128300,598,310,1155,15,1,1,2,1,6,0,0,1,0,0,2,0,0,1
Action|Adventure|Thriller,8,80,485719,2308,399,609,15,0,0,9,0,0,0,0,1,0,1,3,0,0,0
Drama|Romance,8,90,175268,493,216,2426,11,1,0,0,0,0,0,0,0,1,0,5,3,0,0
Comedy|Crime,5.5,41,102225,254,61,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure|Crime|Drama,7.69999981,76,243878,565,295,1467,6,2,0,0,1,1,0,0,0,0,1,0,0,0,1
Comedy|Drama|Music,7.5999999,0,13900,95,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery|Thriller,6.5999999,46,329979,1974,301,929,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0
Animation|Comedy|Family,8,96,491643,633,320,921,22,5,1,1,0,1,0,1,1,0,0,9,2,1,0
Action|Adventure|Fantasy,7.30000019,53,539213,1837,312,814,21,4,1,5,0,1,0,0,1,0,1,5,0,4,0
Crime|Drama,7.69999981,83,20719,168,168,0,25,3,1,11,1,1,0,0,0,0,0,1,1,0,7
Comedy,6.5,47,107920,209,111,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Horror|Mystery,6,33,83807,522,182,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Sport,7.5,55,121088,381,78,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Drama,7.5999999,89,94503,421,247,3837,30,1,1,9,0,1,0,0,0,0,0,6,3,0,3
Adventure|Family|Fantasy,6.0999999,51,152755,670,250,1608,6,2,0,1,0,2,0,0,1,0,1,0,0,0,1
Animation|Comedy|Family,6.5999999,68,75188,232,190,3336,7,1,1,0,0,1,0,1,0,0,0,3,1,0,0
Comedy|Romance,6.5999999,58,251257,374,171,2111,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Drama|Mystery|Romance,7.5,82,114432,567,227,3412,35,4,3,10,1,2,0,0,1,1,0,6,3,0,7
Horror|Mystery|Thriller,7.69999981,46,309265,1521,287,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure|Comedy|Sci-Fi,6.5999999,66,112655,439,125,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Mystery,5.5999999,49,64465,647,240,2858,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Romance,7.69999981,87,266587,2263,354,738,77,8,7,9,4,8,1,1,0,1,0,16,8,0,4
Animation|Adventure|Comedy,6.19999981,54,110122,223,194,668,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Comedy|Drama|Fantasy,6.4000001,45,253570,687,171,1735,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Crime|Drama,7.5,87,30997,174,154,0,14,1,0,0,1,2,0,0,0,0,0,5,3,0,1
Biography|Drama|History,8.10000038,79,275466,625,186,2655,18,3,3,1,3,2,0,0,0,1,0,3,1,0,3
Crime|Horror,6.9000001,53,78555,688,264,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Comedy|Drama,5.5,30,69151,226,126,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama,7.30000019,68,33671,214,154,4328,9,2,2,2,2,2,0,0,0,0,0,0,0,0,0
Crime|Drama|Fantasy,7.5,56,195889,485,227,1527,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Comedy|Romance,7,64,286038,651,186,758,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0
Horror,5.30000019,41,96828,577,227,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Romance,7.30000019,54,121851,548,226,1961,22,6,2,6,1,3,0,0,1,0,1,5,0,0,0
Animation|Adventure|Comedy,6.9000001,67,151440,179,226,1437,6,1,2,0,0,2,0,1,0,0,0,0,1,0,0
Comedy|Crime|Sport,6.4000001,48,133979,317,134,2061,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Animation|Adventure|Comedy,7.80000019,71,307108,391,325,704,8,1,2,0,0,2,0,0,0,0,0,2,1,0,0
Adventure|Drama|Family,7.19999981,74,114494,524,180,1257,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Crime|Drama|Thriller,7.5,81,191672,1125,442,1928,33,2,2,1,0,1,0,0,0,1,0,9,6,0,4
Action|Adventure|Romance,6.9000001,50,268365,904,255,1679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Drama,8,92,91921,176,260,3527,34,4,3,2,0,3,1,1,1,1,1,6,4,0,2
Comedy|Drama|Romance,6.9000001,47,73194,198,148,1830,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Action|Adventure|Sci-Fi,6.5999999,51,216838,746,463,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Thriller,8,74,675121,1739,374,624,12,0,0,0,0,1,0,0,0,0,0,4,3,0,0
Action|Adventure|Fantasy,6.80000019,36,162103,511,205,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Drama|History,6.69999981,69,72432,674,221,1947,9,1,0,0,0,2,0,0,0,0,0,0,3,0,0
Comedy|Drama|Family,6.5,66,46136,222,87,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Romance,7.5999999,75,94414,322,251,2479,21,3,3,1,2,3,0,0,0,1,0,4,3,0,1
Drama|Thriller,8.5,89,272075,412,215,828,13,1,1,5,0,0,0,0,0,0,0,0,1,0,4
Drama|Sport,8.10000038,86,501680,1113,267,1044,32,7,5,0,3,4,1,1,1,1,0,7,3,0,0
Adventure|Comedy|Family,6.19999981,62,63543,221,127,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Romance,7.0999999,73,322104,548,214,676,9,0,0,0,0,1,0,0,0,1,0,3,1,0,0
Action|Adventure|Comedy,6.0999999,67,70313,204,135,2143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure|Comedy|Drama,7.4000001,66,36922,231,170,0,10,2,2,0,1,2,0,0,0,0,1,2,1,0,0
Adventure|Sci-Fi|Thriller,6.5,73,344528,2746,397,958,6,3,0,0,0,1,0,0,0,0,0,4,0,0,0
Crime|Drama|Thriller,8.5,85,910945,2074,353,129,62,5,6,6,2,7,1,1,1,1,0,12,7,1,3
Drama|Horror|Musical,7.4000001,83,291007,785,384,924,22,3,4,2,0,5,0,0,1,0,1,6,0,0,1
Drama|Thriller,7.5999999,74,180785,829,298,1956,28,5,2,0,0,2,1,0,0,0,0,9,5,0,0
Action|Adventure|Drama,5.5999999,50,84100,630,229,2431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Drama|Mystery,7.5999999,56,402967,1241,452,388,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Crime|Drama|Music,7.4000001,68,34222,206,156,4267,10,2,1,0,1,2,0,0,0,0,1,2,2,0,0
Drama|Fantasy|Romance,6.80000019,52,116909,547,175,1571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Fantasy,7,78,213162,343,347,835,4,1,0,0,1,0,0,0,0,0,0,3,0,0,0
Comedy|Drama|Music,7.0999999,71,13756,180,137,0,18,2,3,4,1,2,0,0,0,0,0,2,0,0,4
Action|Adventure,6.19999981,59,396230,1906,392,777,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0
Biography|Drama|History,6.9000001,45,56387,215,200,2670,10,2,1,4,1,1,0,0,1,0,1,1,0,0,0
Drama|Romance,7.80000019,82,200254,1066,176,472,23,4,2,6,0,1,0,0,0,0,0,1,2,0,8
Drama|Sci-Fi,7.30000019,51,195816,920,273,1588,8,0,1,0,0,1,0,0,0,0,1,1,3,0,0
Adventure|Biography|Drama,7.30000019,74,38515,166,160,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Drama|Romance|Thriller,7.69999981,72,171953,737,280,1624,7,1,4,0,0,0,0,0,0,0,0,2,1,0,0
Action|Fantasy,7.69999981,52,625098,2077,456,492,6,0,0,0,1,0,0,0,1,0,1,2,0,1,0
Adventure|Family|Fantasy,7.5,78,339955,980,380,692,9,1,0,2,0,1,0,0,1,0,0,2,0,3,0
Action|Adventure|Sci-Fi,7.0999999,61,523342,1787,395,552,7,3,0,0,0,0,0,0,0,0,0,3,0,3,0
Drama|History|War,7.0999999,79,103727,416,276,3013,6,2,1,0,0,1,0,0,1,0,0,0,0,0,0
Action|Drama|War,7.0999999,58,147149,657,261,1799,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Comedy|Drama,7,80,19448,187,138,0,8,1,0,0,1,1,0,0,0,0,0,2,1,0,0
Drama,7.80000019,0,1945,32,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama,7.5999999,61,69543,232,201,2983,8,1,2,3,0,2,0,0,1,0,0,0,0,0,0
Drama|Fantasy|Romance,7.80000019,70,474130,831,364,674,64,13,5,11,3,8,1,1,1,1,1,16,6,0,4
Biography|Drama|History,6.4000001,65,82221,622,262,888,8,1,0,3,0,1,0,0,0,0,1,3,0,0,0
Animation|Comedy|Family,6.69999981,64,55793,113,152,4556,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Crime|Drama|Thriller,7.0999999,58,135011,656,229,842,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Drama|History|Music,7.80000019,70,22450,147,118,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Action|Comedy|Mystery,7.9000001,81,364391,694,284,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Mystery,7.80000019,53,268043,511,200,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Crime|Drama,7.69999981,76,22881,103,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Crime|Drama,6.9000001,53,89472,265,96,1408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Music,7.5,38,89560,366,146,1809,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Comedy|Romance,5.5999999,47,60052,243,140,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Comedy|Drama|Family,6.69999981,81,101230,401,218,1336,21,0,3,1,1,5,0,0,0,0,0,7,1,1,0
Action|Adventure|Comedy,6.80000019,47,215789,366,313,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Crime|Drama,6.9000001,49,112752,342,123,1788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Romance,7.0999999,39,173521,246,130,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Horror|Sci-Fi,6.30000019,41,153845,354,215,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animation|Adventure|Comedy,7.80000019,83,145269,251,338,1669,18,2,1,2,0,2,0,1,0,0,0,1,3,0,0
Action|Drama|Family,7.0999999,56,260321,431,328,1480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Drama|History,7.5,80,85295,530,351,4714,51,6,4,6,2,6,1,2,1,2,1,11,6,0,1
Action|Drama|Thriller,8.19999981,62,825043,2061,523,460,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Drama|Romance|Sci-Fi,6.5,47,91081,276,198,785,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Animation|Adventure|Comedy,8.30000019,92,569305,735,455,1133,35,5,1,3,0,6,0,2,0,0,0,9,2,2,1
Biography|Drama,7.30000019,0,87829,426,278,2258,57,6,4,10,1,4,1,1,1,1,1,10,2,0,7
Action|Adventure|Sci-Fi,6.5999999,49,292569,980,425,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Mystery|Thriller,8.10000038,85,513043,833,328,1302,18,3,0,6,1,0,0,0,1,0,0,3,1,3,2
Animation|Action|Adventure,7.5999999,73,320314,364,266,1750,10,1,1,0,0,1,0,1,0,0,0,5,1,1,0
Comedy|Crime|Drama,7.5999999,84,79297,234,230,3732,21,1,2,2,1,2,0,0,0,0,0,4,2,0,4
Animation|Action|Adventure,6.19999981,59,144884,509,286,1807,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Biography|Drama|History,7.4000001,86,203189,728,540,772,74,12,7,10,4,13,1,1,1,2,1,13,5,0,4
Drama|Mystery,6.5,52,2112,16,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy,7.30000019,89,304596,1204,345,2411,12,1,2,0,0,1,0,0,0,1,0,1,2,0,1
Drama|Music|Musical,6.5,76,57655,596,238,2605,50,8,5,2,3,7,1,1,1,0,1,21,3,0,0
Drama|Mystery|Romance,7.5999999,68,304063,649,235,1415,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0
Biography|Crime|Drama,7.5,68,140232,418,273,1264,17,2,1,0,1,1,0,0,0,0,0,8,3,0,2
Crime|Drama|History,7.69999981,78,318164,600,380,648,14,0,0,0,0,0,0,0,0,1,0,7,4,0,2
Drama|War,7.0999999,82,12360,64,94,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Crime|Drama|Thriller,7.5,71,19942,150,122,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0
Drama|Fantasy|Musical,7.4000001,56,93815,525,158,1338,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Action|Comedy|Fantasy,7.5,69,284070,522,394,354,11,0,0,0,0,0,0,0,0,0,0,7,2,0,0
Adventure|Sci-Fi|Thriller,7.30000019,64,195570,810,310,1583,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Action|Crime|Drama,6.4000001,49,356899,591,321,1160,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Animation|Action|Adventure,6.69999981,65,118146,137,246,4311,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Comedy|Drama,7.80000019,80,366534,890,239,1142,43,4,2,6,3,7,1,1,0,1,1,8,4,0,2
Action|Adventure|Fantasy,7.0999999,50,486968,1242,300,813,9,2,0,1,1,0,0,0,1,0,1,1,0,3,0
Drama,7.5,69,249475,916,251,1865,50,7,7,7,3,7,1,1,1,1,1,8,9,0,0
Biography|Drama|Music,7.5999999,66,68045,221,210,1560,22,3,1,8,1,2,0,0,0,0,1,3,2,0,1
Adventure|Drama|Thriller,8,64,413538,660,164,1596,6,5,1,0,2,3,0,0,0,0,0,0,0,0,0
Horror,5.9000001,55,142505,1522,302,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Sci-Fi|Thriller,6.4000001,43,170577,213,229,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Mystery,7.69999981,72,200923,473,252,422,14,1,1,0,1,2,0,0,0,0,0,2,2,0,0
Drama|Mystery|Thriller,6.0999999,49,21852,177,182,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Drama|Fantasy|Mystery,5.5999999,36,80401,1045,282,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Sci-Fi|Thriller,7,59,249027,409,201,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horror,6.4000001,52,134308,860,265,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Mystery,7.5999999,76,280653,652,228,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure|Drama|Fantasy,7.9000001,79,458272,756,555,844,44,11,3,10,0,9,1,1,1,1,0,11,1,0,4
Biography|Drama,8,64,351926,620,201,1096,6,1,2,0,1,2,0,0,0,0,0,1,0,0,0
Comedy|Romance|Sport,6.4000001,45,120364,262,91,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biography|Drama|History,7.69999981,74,149442,356,251,2252,19,1,1,5,1,1,0,0,0,0,0,1,1,0,5
Adventure|Drama|Romance,6.5999999,53,104684,450,245,2449,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0
Action|Crime|Thriller,7.19999981,57,241373,448,296,301,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Comedy|Romance,5.80000019,41,68991,169,100,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy,7,33,68919,202,60,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Fantasy|War,8.19999981,98,485990,1095,415,561,36,6,1,8,0,2,0,0,1,0,1,6,6,0,3
Drama,7.80000019,78,26563,100,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Romance,6.9000001,52,190813,486,157,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Sci-Fi,6.9000001,66,531075,689,516,386,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Comedy|Drama,6.80000019,62,295838,634,206,434,22,2,3,5,1,2,0,0,0,1,1,2,1,1,2
Action|Adventure|Sci-Fi,6.69999981,40,374165,647,351,589,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Adventure|Comedy|Drama,7.9000001,64,91174,296,185,1414,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0
Animation|Comedy|Family,7.0999999,75,147126,402,220,991,8,3,2,0,0,4,0,0,0,0,1,1,0,0,0
Drama|Music,7,52,53820,203,196,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Horror|Thriller,7.5999999,77,158407,532,250,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Music,6.5,48,94013,272,107,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Crime|Romance,6,46,185887,386,158,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Thriller,7.30000019,82,136587,367,298,1939,36,7,4,5,3,5,1,1,1,1,0,4,5,0,4
Crime|Drama|Romance,7.4000001,73,65971,284,218,4865,22,4,3,3,2,3,0,0,0,0,0,3,3,0,3
Biography|Drama|History,6.69999981,50,86650,255,168,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Drama,7.5,81,424948,882,387,998,35,4,3,2,1,6,0,1,0,1,1,8,4,0,0
Drama,7.19999981,85,72714,189,209,1628,15,1,0,0,1,2,0,0,0,0,0,3,3,0,0
Crime|Drama,7.30000019,70,25445,178,155,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
Action|Crime|Drama,9,82,1743331,4782,649,114,65,8,1,9,3,7,1,1,1,1,1,12,7,5,2
Drama|History,8.10000038,92,389582,1124,397,509,63,8,2,9,1,3,1,1,1,1,0,14,7,0,4
Drama|Mystery|Sci-Fi,7.69999981,78,324977,643,502,141,33,2,1,5,0,3,1,1,1,0,1,6,3,0,4
Action|Adventure|Drama,7.80000019,68,242653,1058,280,727,5,3,1,1,0,1,0,0,0,0,0,0,1,0,1
Biography|Comedy|Drama,7.0999999,69,91203,291,269,1769,10,1,5,1,0,2,0,0,0,0,0,1,1,0,0
Comedy|Fantasy|Romance,6.80000019,48,51814,103,122,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Crime|Thriller,6.5999999,49,125762,182,256,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Adventure|Fantasy,6.5999999,50,228789,460,305,1473,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Action|Drama|Romance,7,70,37287,230,186,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Drama|History|Thriller,7.5999999,90,85603,834,278,4634,26,2,0,6,0,2,0,0,0,1,0,3,4,0,3
Comedy|Mystery,6.30000019,72,82710,343,452,175,6,1,0,1,0,1,0,0,1,0,1,0,0,0,0
Action|Crime|Drama,6.69999981,45,122972,482,183,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Romance,4,27,54712,264,124,3151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Action|Thriller,6.80000019,69,154527,326,317,1028,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Adventure|Drama|Mystery,6.9000001,46,84271,346,283,2639,7,2,0,0,0,4,0,0,1,0,0,1,0,0,0
Adventure|Comedy|Family,6.4000001,48,244334,444,177,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime|Drama|Thriller,8.10000038,91,640561,1541,488,359,60,8,4,9,3,5,1,1,1,1,0,11,7,0,4
Crime|Drama|Mystery,7.19999981,65,61556,228,232,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Drama|Fantasy,6.80000019,85,140519,988,583,1518,36,3,0,0,0,5,0,0,0,0,0,6,8,0,2
Comedy|Romance,7,85,304982,560,248,1427,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Action|Adventure|Comedy,7.4000001,64,346721,564,526,342,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Drama|Sport,7.19999981,63,167624,966,283,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy|Crime|Family,5.9000001,53,16314,103,91,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Horror|Sci-Fi,7.19999981,65,551620,1425,326,901,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Animation|Adventure|Comedy,7.19999981,55,157136,198,262,2180,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0
Drama|Mystery|Sci-Fi,8.5,66,883806,1118,346,271,10,2,0,0,0,0,0,0,1,0,0,3,1,0,4
Horror|Mystery|Thriller,6.19999981,47,94840,685,278,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animation|Adventure|Family,7.69999981,81,24126,72,119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy,6.30000019,46,55609,177,92,1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure|Family|Fantasy,7.69999981,66,217400,497,227,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama|Mystery|Thriller,6.9000001,62,190901,492,253,1194,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crime|Drama|Mystery,7.19999981,68,144675,299,199,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
